Sample ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm),,,Pesticide Data Table in 2022,,
CA2204180300SSCA1,SS,AGG,Flonicamid,A,0.056,0.01,M,LU,CA,,,R,805,52,1.5,,CA,,,
CA2204180551SSCA1,SS,AHS,Flubendiamide,I,0.0029,0.0013,M,LU,CA,,,R,805,52,0.2,,CA,,,
CA2204180553SSCA1,SS,B43,Thiamethoxam,A,0.025,0.0013,M,LU,CA,,,R,805,52,0.2,,CA,,,
CA2204180553SSCA1,SS,B80,Acetamiprid,A,0.022,0.0013,M,LU,CA,,,R,805,52,0.5,,CA,,,
CA2204180553SSCA1,SS,AEP,Clothianidin,F,0.0016,0.0013,M,LU,CA,,,R,805,52,0.2 TP,,CA,,,
CA2204180553SSCA1,SS,AHS,Flubendiamide,I,0.0029,0.0013,M,LU,CA,,,R,805,52,0.2,,CA,,,
CA2204180553SSCA1,SS,AKW,Fluxapyroxad,A,0.0019,0.0013,M,LU,CA,,,R,805,52,0.5,,CA,,,
CA2204180553SSCA1,SS,B61,Pyraclostrobin,F,0.0087,0.0013,M,LU,CA,,,R,805,52,0.5,,CA,,,
CA2204180630SSCA1A,SS,B43,Thiamethoxam,A,0.0058,0.0013,M,LU,CA,,,R,805,52,0.2,,CA,,,
CA2204180673SSCA1,SS,AFO,Dinotefuran,A,0.0058,0.0025,M,LU,CA,,,R,805,52,0.5,,CA,,,
CA2204270043TONY1,TO,AFO,Dinotefuran,A,0.048,0.006,M,HR,CA,,,O,805,80,0.7,,CA,,,
CA2204270043TONY1,TO,AGG,Flonicamid,A,0.044,0.001,M,HR,CA,,,O,805,80,0.4,,CA,,,
CA2204270043TONY1,TO,AHT,Fluopicolide,A,0.0017,0.001,M,HR,CA,Q,,O,805,80,1.6,,CA,,,
CA2204270043TONY1,TO,114,Chlorpropham,E,0.0017,0.001,M,GT,CA,QV,,O,805,35,NT,,CA,,,
CA2204270043TONY1,TO,24,Diazinon,C,0.0017,0.001,M,HR,CA,Q,,O,805,80,0.75,,CA,,,
CA2204270043TONY1,TO,AFW,Spiromesifen Total (parent + enol metabolite),I,0.012,0.0023,M,GT,CA,,P,O,805,35,0.45,,CA,,,
CA2204270043TONY1,TO,B77,Dimethomorph,W,0.01,0.001,M,HR,CA,,,O,805,80,1.5,,CA,,,
CA2204270043TONY1,TO,930,Bifenthrin,O,0.0093,0.001,M,GT,CA,,,O,805,35,0.3,,CA,,,
CA2204270043TONY1,TO,AKG,Fluopyram,A,0.009,0.001,M,HR,CA,,,O,805,80,1,,CA,,,
CA2204270043TONY1,TO,AMB,Cyantraniliprole,I,0.008,0.0023,M,HR,CA,,,O,805,80,2,,CA,,,
CA2204270043TONY1,TO,B48,Azoxystrobin,F,0.005,0.001,M,HR,CA,,,O,805,80,0.2,,CA,,,
CA2204270043TONY1,TO,B58,Difenoconazole,L,0.004,0.001,M,HR,CA,,,O,805,80,0.6,,CA,,,
CA2204270043TONY1,TO,967,Imidacloprid,A,0.056,0.001,M,HR,CA,,,O,805,80,1,,CA,,,
CA2204270090TONY1,TO,B22,Cyprodinil,V,0.017,0.001,M,GT,CA,,,O,805,35,1.5,,CA,,,
CA2204270090TONY1,TO,AGG,Flonicamid,A,0.037,0.001,M,HR,CA,,,O,805,80,0.4,,CA,,,
CA2204270090TONY1,TO,G03,Pydiflumetofen,A,0.0017,0.001,M,HR,CA,Q,,O,805,80,0.6,,CA,,,
CA2204270090TONY1,TO,83,O-Phenylphenol,I,0.0017,0.001,M,GT,CA,Q,,O,805,35,10 PH,,CA,,,
CA2204270090TONY1,TO,B58,Difenoconazole,L,0.004,0.001,M,HR,CA,,,O,805,80,0.6,,CA,,,
CA2204270090TONY1,TO,AEP,Clothianidin,F,0.0025,0.0015,M,HR,CA,Q,,O,805,80,0.25 TP,,CA,,,
CA2204270090TONY1,TO,B48,Azoxystrobin,F,0.009,0.001,M,HR,CA,,,O,805,80,0.2,,CA,,,
CA2204270090TONY1,TO,AGW,Chlorantraniliprole,I,0.006,0.0015,M,HR,CA,,,O,805,80,1.4,,CA,,,
CA2204270228TONY1,TO,ALS,Sulfoxaflor,F,0.02,0.004,M,HR,CA,,,O,805,80,0.7,,CA,,,
CA2204270228TONY1,TO,B58,Difenoconazole,L,0.017,0.001,M,HR,CA,,,O,805,80,0.6,,CA,,,
CA2204270228TONY1,TO,AHT,Fluopicolide,A,0.0017,0.001,M,HR,CA,Q,,O,805,80,1.6,,CA,,,
CA2204270228TONY1,TO,B13,Chlorfenapyr,A,0.0037,0.0022,M,GT,CA,Q,,O,805,35,2,,CA,,,
CA2204270228TONY1,TO,AKG,Fluopyram,A,0.009,0.001,M,HR,CA,,,O,805,80,1,,CA,,,
CA2204270228TONY1,TO,808,Fenpropathrin,O,0.033,0.0075,M,GT,CA,,,O,805,35,1,,CA,,,
CA2204270344TONY1,TO,B75,Boscalid,A,0.012,0.001,M,GT,CA,,,O,805,35,3,,CA,,,
CA2204270344TONY1,TO,ANE,Flupyradifurone,I,0.027,0.003,M,HR,CA,,,O,805,80,1.5,,CA,,,
CA2204270344TONY1,TO,B61,Pyraclostrobin,F,0.004,0.001,M,HR,CA,,,O,805,80,1.4,,CA,,,
CA2204270439TONY1,TO,B58,Difenoconazole,L,0.0017,0.001,M,HR,CA,Q,,O,805,80,0.6,,CA,,,
CA2204270439TONY1,TO,B75,Boscalid,A,0.0075,0.001,M,GT,CA,,,O,805,35,3,,CA,,,
CA2204270439TONY1,TO,B61,Pyraclostrobin,F,0.006,0.001,M,HR,CA,,,O,805,80,1.4,,CA,,,
CA2204270439TONY1,TO,AKG,Fluopyram,A,0.016,0.001,M,HR,CA,,,O,805,80,1,,CA,,,
CA2204270449TONY1,TO,B43,Thiamethoxam,A,0.0057,0.0015,M,HR,CA,,,O,805,80,0.25,,CA,,,
CA2204270449TONY1,TO,AKG,Fluopyram,A,0.005,0.001,M,HR,CA,,,O,805,80,1,,CA,,,
CA2204270449TONY1,TO,AMB,Cyantraniliprole,I,0.0038,0.0023,M,HR,CA,Q,,O,805,80,2,,CA,,,
CA2204270450TONY1,TO,B43,Thiamethoxam,A,0.009,0.0015,M,HR,CA,,,O,805,80,0.25,,CA,,,
CA2204270450TONY1,TO,AEP,Clothianidin,F,0.0056,0.0015,M,HR,CA,,,O,805,80,0.25 TP,,CA,,,
CA2204270493TONY1,TO,B80,Acetamiprid,A,0.005,0.001,M,HR,CA,,,O,805,80,0.2,,CA,,,
CA2204270493TONY1,TO,607,Metalaxyl/Mefenoxam,F,0.026,0.0012,M,GT,CA,,,O,805,35,1,,CA,,,
CA2204270493TONY1,TO,AKD,Penthiopyrad,A,0.003,0.001,M,HR,CA,,,O,805,80,3,,CA,,,
CA2204270496TONY1,TO,B58,Difenoconazole,L,0.034,0.001,M,HR,CA,,,O,805,80,0.6,,CA,,,
CA2204270496TONY1,TO,ALS,Sulfoxaflor,F,0.031,0.004,M,HR,CA,,,O,805,80,0.7,,CA,,,
CA2204270496TONY1,TO,AFW,Spiromesifen Total (parent + enol metabolite),I,0.0038,0.0023,M,GT,CA,Q,P,O,805,35,0.45,,CA,,,
CA2204270496TONY1,TO,967,Imidacloprid,A,0.0034,0.001,M,HR,CA,,,O,805,80,1,,CA,,,
CA2204270496TONY1,TO,255,Cyromazine,F,0.0081,0.008,M,HR,CA,,P,O,805,80,1,,CA,,,
CA2204270496TONY1,TO,B48,Azoxystrobin,F,0.007,0.001,M,HR,CA,,,O,805,80,0.2,,CA,,,
CA2204270579TONY1,TO,B75,Boscalid,A,0.015,0.001,M,GT,CA,,,O,805,35,3,,CA,,,
CA2204270579TONY1,TO,ANE,Flupyradifurone,I,0.065,0.003,M,HR,CA,,,O,805,80,1.5,,CA,,,
CA2204270597TONY1P,TO,B52,Buprofezin,F,0.012,0.001,M,HR,CA,,,O,805,80,2,,CA,,,
CA2204270597TONY1P,TO,ALS,Sulfoxaflor,F,0.037,0.004,M,HR,CA,,,O,805,80,0.7,,CA,,,
CA2204270597TONY1P,TO,B75,Boscalid,A,0.0017,0.001,M,GT,CA,Q,,O,805,35,3,,CA,,,
CA2204270597TONY1P,TO,B24,Pyriproxyfen,F,0.0017,0.001,M,GT,CA,Q,,O,805,35,0.8,,CA,,,
CA2204270597TONY1P,TO,AEP,Clothianidin,F,0.0025,0.0015,M,HR,CA,Q,,O,805,80,0.25 TP,,CA,,,
CA2204270597TONY1P,TO,B43,Thiamethoxam,A,0.0092,0.0015,M,HR,CA,,,O,805,80,0.25,,CA,,,
CA2204270597TONY1P,TO,B61,Pyraclostrobin,F,0.004,0.001,M,HR,CA,,,O,805,80,1.4,,CA,,,
CA2204270597TONY1P,TO,ANE,Flupyradifurone,I,0.004,0.003,M,HR,CA,,,O,805,80,1.5,,CA,,,
CA2204270597TONY1P,TO,AGG,Flonicamid,A,0.016,0.001,M,HR,CA,,,O,805,80,0.4,,CA,,,
CA2204270604TONY1,TO,ANE,Flupyradifurone,I,0.006,0.003,M,HR,CA,,,O,805,80,1.5,,CA,,,
CA2204270604TONY1,TO,ABG,Tebufenozide,F,0.023,0.005,M,HR,CA,,,O,805,80,1,,CA,,,
CA2204270604TONY1,TO,B75,Boscalid,A,0.0017,0.001,M,GT,CA,Q,,O,805,35,3,,CA,,,
CA2204040090GBCA1A,GB,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",O,0.0026,0.0025,M,GT,CA,,,O,805,35,0.2,,CA,,,
CA2204040114GBCA1,GB,666,Carbendazim (MBC),B,0.013,0.0013,M,LU,CA,,,O,805,52,2.0 TP,,CA,,,
CA2204040128GBCA1,GB,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",O,0.0062,0.0025,M,GT,CA,,,O,805,35,0.2,,CA,,,
CA2204040229GBCA1,GB,930,Bifenthrin,O,0.002,0.0013,M,GT,CA,,,O,805,35,0.6,,CA,,,
CA2204040590GBCA1,GB,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",O,0.0039,0.0025,M,GT,CA,,,O,805,35,0.2,,CA,,,
CA2204040636GBCA1,GB,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",O,0.0077,0.0025,M,GT,CA,,,O,805,35,0.2,,CA,,,
CA2204040644GBCA1,GB,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",O,0.0065,0.0025,M,GT,CA,,,O,805,35,0.2,,CA,,,
CA2204040651GBCA1,GB,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",O,0.01,0.0025,M,GT,CA,,,O,805,35,0.2,,CA,,,
CA2204180553GROH1,GR,B22,Cyprodinil,V,0.0052,0.005,M,LU,CA,,,O,805,52,3,,CA,,,
CA2204180150SSCA1A,SS,B61,Pyraclostrobin,F,0.015,0.0013,M,LU,CA,,,R,805,52,0.5,,CA,,,
CA2204180150SSCA1B,SS,B61,Pyraclostrobin,F,0.0015,0.0013,M,LU,CA,,,R,805,52,0.5,,CA,,,
CA2204180300SSCA1,SS,AEP,Clothianidin,F,0.006,0.0013,M,LU,CA,,,R,805,52,0.2 TP,,CA,,,
CA2204180551SSCA1,SS,B43,Thiamethoxam,A,0.0019,0.0013,M,LU,CA,,,R,805,52,0.2,,CA,,,
CA2204180553SSCA1,SS,ANF,Metrafenone,I,0.0033,0.0013,M,LU,CA,,,R,805,52,0.5,,CA,,,
CA2204180630SSCA1A,SS,967,Imidacloprid,A,0.006,0.0025,M,LU,CA,,,R,805,52,0.5,,CA,,,
CA2204180630SSCA1B,SS,ABF,Pymetrozine,F,0.0064,0.0013,M,LU,CA,,,R,805,52,0.1,,CA,,,
CA2204180646SSCA1A,SS,967,Imidacloprid,A,0.011,0.0025,M,LU,CA,,,R,805,52,0.5,,CA,,,
CA2204180646SSCA1B,SS,967,Imidacloprid,A,0.016,0.0025,M,LU,CA,,,R,805,52,0.5,,CA,,,
CA2204180673SSCA1,SS,967,Imidacloprid,A,0.009,0.0025,M,LU,CA,,,R,805,52,0.5,,CA,,,
CA2204270043TONY1,TO,808,Fenpropathrin,O,0.055,0.0075,M,GT,CA,,,O,805,35,1,,CA,,,
CA2204270090TONY1,TO,AKG,Fluopyram,A,0.005,0.001,M,HR,CA,,,O,805,80,1,,CA,,,
CA2204270228TONY1,TO,AGG,Flonicamid,A,0.032,0.001,M,HR,CA,,,O,805,80,0.4,,CA,,,
CA2204270344TONY1,TO,AFS,Fenpyroximate,F,0.004,0.001,M,HR,CA,,,O,805,80,0.2,,CA,,,
CA2204270439TONY1,TO,B48,Azoxystrobin,F,0.01,0.001,M,HR,CA,,,O,805,80,0.2,,CA,,,
CA2204270449TONY1,TO,AEP,Clothianidin,F,0.0025,0.0015,M,HR,CA,Q,,O,805,80,0.25 TP,,CA,,,
CA2204270450TONY1,TO,AGG,Flonicamid,A,0.0017,0.001,M,HR,CA,Q,,O,805,80,0.4,,CA,,,
CA2204270493TONY1,TO,967,Imidacloprid,A,0.01,0.001,M,HR,CA,,,O,805,80,1,,CA,,,
CA2204270496TONY1,TO,AGW,Chlorantraniliprole,I,0.005,0.0015,M,HR,CA,,,O,805,80,1.4,,CA,,,
CA2204270579TONY1,TO,B61,Pyraclostrobin,F,0.005,0.001,M,HR,CA,,,O,805,80,1.4,,CA,,,
CA2204270597TONY1P,TO,967,Imidacloprid,A,0.015,0.001,M,HR,CA,,,O,805,80,1,,CA,,,
CA2204270604TONY1,TO,AFS,Fenpyroximate,F,0.003,0.001,M,HR,CA,,,O,805,80,0.2,,CA,,,
CA2204040230WMTX1,WM,AFM,Flutriafol,L,0.006,0.002,M,LU,CA,,,O,805,52,0.3,,CA,,,
CA2204060546WMTX1A,WM,170,Methamidophos,C,0.028,0.02,M,LU,CA,,,O,805,52,0.02 TP,,CA,,,
CA2204040230WMTX1,WM,967,Imidacloprid,A,0.11,0.01,M,LU,CA,,,O,805,52,0.5,,CA,,,
CA2204180665GROH1,GR,AKG,Fluopyram,A,0.0723,0.001,M,LU,CA,,,O,805,52,2,,CA,,,
CA2204180665GROH1,GR,ALS,Sulfoxaflor,F,0.0699,0.01,M,LU,CA,,,O,805,52,2,,CA,,,
CA2204180665GROH1,GR,AHM,Spirotetramat,I,0.0037,0.003,M,LU,CA,,,O,805,52,1.3,,CA,,,
CA2204180665GROH1,GR,AJY,Spiroxamine,I,0.002,0.001,M,LU,CA,,,O,805,52,1.0 IM,,CA,,,
CA2204180665GROH1,GR,AKU,Cyflufenamid,I,0.0083,0.003,M,LU,CA,,,O,805,52,0.15,,CA,,,
CA2204180665GROH1,GR,B58,Difenoconazole,L,0.0053,0.001,M,LU,CA,,,O,805,52,3,,CA,,,
CA2204180665GROH1,GR,B48,Azoxystrobin,F,0.0187,0.002,M,LU,CA,,,O,805,52,2,,CA,,,
CA2204180665GROH1,GR,F12,Pyriofenone,I,0.0118,0.005,M,LU,CA,,,O,805,52,1.5 IT,,CA,,,
CA2204180665GROH1,GR,A58,Tebuconazole,L,0.0115,0.002,M,LU,CA,,,O,805,52,6,,CA,,,
CA2204180665GROH1,GR,B16,Pyrimethanil,V,0.2083,0.004,M,LU,CA,,,O,805,52,5,,CA,,,
CA2204180665GROH1,GR,B80,Acetamiprid,A,0.1449,0.01,M,LU,CA,,,O,805,52,0.35,,CA,,,
CA2204180665GROH1,GR,B75,Boscalid,A,0.1386,0.005,M,LU,CA,,,O,805,52,5,,CA,,,
CO2204040006BUNY1,BU,AFX,Novaluron,A,0.019,0.0011,M,GT,CO,,,O,805,35,20,,CO,,,
CO2204040006BUNY1,BU,157,Thiabendazole,B,0.043,0.0011,M,HR,CO,,,O,805,80,0.1,,CO,,,
CO2204040006BUNY1,BU,930,Bifenthrin,O,0.0018,0.0011,M,GT,CO,Q,,O,805,35,1,,CO,,,
CO2204040007BUNY1,BU,AFS,Fenpyroximate,F,0.0044,0.0036,M,LU,CO,,,O,805,52,0.015,,CO,,,
CO2204040007BUNY1,BU,AFX,Novaluron,A,0.026,0.0011,M,GT,CO,,,O,805,35,20,,CO,,,
CO2204040007BUNY1,BU,AES,Methoxyfenozide,I,0.0018,0.0011,M,LU,CO,Q,,O,805,52,0.1,,CO,,,
CO2204040007BUNY1,BU,930,Bifenthrin,O,0.0018,0.0011,M,GT,CO,Q,,O,805,35,1,,CO,,,
CO2204040007BUNY1,BU,910,"DDE p,p'",A,0.0018,0.0011,M,GT,CO,Q,,O,805,35,1.25 AL,,CO,,,
CO2204180006CEFL1,CE,539,Permethrin Total,O,0.014,0.005,M,GT,CO,,,O,P90,35,5,,CO,,,
CO2204180006CEFL1,CE,264,Propiconazole,L,0.011,0.01,M,LU,CO,,,O,P90,52,5,,CO,,,
CO2204180008CEFL1,CE,164,Chlorothalonil,A,0.13,0.005,M,GT,CO,,,O,P90,35,15,,CO,,,
CO2204040006BUNY1,BU,910,"DDE p,p'",A,0.0018,0.0011,M,GT,CO,Q,,O,805,35,1.25 AL,,CO,,,
CO2204040007BUNY1,BU,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",O,0.006,0.0036,M,GT,CO,Q,,O,805,35,10,,CO,,,
CO2204180006CEFL1,CE,B48,Azoxystrobin,F,0.0066,0.002,M,LU,CO,,,O,P90,52,30,,CO,,,
CO2204180008CEFL1,CE,144,Dicloran,A,0.44,0.005,M,GT,CO,,,O,P90,35,15,,CO,,,
CO2204110009GBCA1,GB,B61,Pyraclostrobin,F,0.0034,0.0013,M,LU,CO,,,O,805,52,0.5,,CO,,,
CO2204110009GBCA1,GB,666,Carbendazim (MBC),B,0.02,0.0013,M,LU,CO,,,O,805,52,2.0 TP,,CO,,,
CO2204110009GBCA1,GB,114,Chlorpropham,E,0.0022,0.0013,M,GT,CO,V,,O,805,35,NT,,CO,,,
CO2204110009GBCA1,GB,AKW,Fluxapyroxad,A,0.0043,0.0013,M,LU,CO,,,O,805,52,2,,CO,,,
CO2204110007HZFL1,HZ,B22,Cyprodinil,V,0.0064,0.005,M,GT,CO,,,O,P90,35,2,,CO,,,
CO2204180006MUNY1,MU,ANF,Metrafenone,I,0.021,0.001,M,LU,CO,,,O,805,52,0.5,,CO,,,
CO2204180008MUNY1,MU,ANF,Metrafenone,I,0.014,0.001,M,LU,CO,,,O,805,52,0.5,,CO,,,
CO2204250017PBCA1,PB,70,Piperonyl butoxide,I,0.065,0.01,M,GT,CO,,,O,805,35,10 FF,,CO,,,
CO2204110009PEOH1,PE,611,Thiophanate methyl,E,0.0377,0.007,M,LU,CO,,,O,805,52,3,,CO,,,
CO2204110009PEOH1,PE,B23,Fludioxonil,A,0.2957,0.01,M,LU,CO,,,O,805,52,5,,CO,,,
CO2204110009PEOH1,PE,AFS,Fenpyroximate,F,0.0312,0.001,M,LU,CO,,,O,805,52,0.3,,CO,,,
CO2204110009PEOH1,PE,666,Carbendazim (MBC),B,0.0304,0.01,M,LU,CO,,,O,805,52,3.0 TP,,CO,,,
CO2204110017PEOH1,PE,B23,Fludioxonil,A,0.6647,0.01,M,LU,CO,,,O,805,52,5,,CO,,,
CO2204110017PEOH1,PE,157,Thiabendazole,B,1.7482,0.002,M,LU,CO,,,O,805,52,10,,CO,,,
CO2204110017PEOH1,PE,B79,Trifloxystrobin,F,0.0013,0.001,M,LU,CO,,,O,805,52,0.5,,CO,,,
CO2204110017PEOH1,PE,AKG,Fluopyram,A,0.0012,0.001,M,LU,CO,,,O,805,52,0.8,,CO,,,
CO2204110017PEOH1,PE,AGW,Chlorantraniliprole,I,0.0097,0.008,M,LU,CO,,,O,805,52,1.2,,CO,,,
CO2204110017PEOH1,PE,B16,Pyrimethanil,V,0.0081,0.004,M,LU,CO,,,O,805,52,15,,CO,,,
CO2204110017PEOH1,PE,666,Carbendazim (MBC),B,0.0706,0.01,M,LU,CO,,,O,805,52,3.0 TP,,CO,,,
CO2204110009PEOH1,PE,B80,Acetamiprid,A,0.0131,0.01,M,LU,CO,,,O,805,52,1,,CO,,,
CO2204110017PEOH1,PE,611,Thiophanate methyl,E,0.0426,0.007,M,LU,CO,,,O,805,52,3,,CO,,,
CO2204040007POMI1,PO,114,Chlorpropham,E,7.6,0.005,M,GT,CO,,,O,P90,35,30,,CO,,,
CO2204040006POMI1,PO,114,Chlorpropham,E,13,0.005,M,GT,CO,,,O,P90,35,30,,CO,,,
CO2204040007POMI1,PO,157,Thiabendazole,B,0.018,0.005,M,LU,CO,,P,O,P90,52,10,,CO,,,
CO2204250017SSTX1,SS,967,Imidacloprid,A,0.026,0.01,M,LU,CO,,,O,805,52,0.5,,CO,,,
CO2204250017SSTX1,SS,AKG,Fluopyram,A,0.0029,0.002,M,LU,CO,,,O,805,52,0.6,,CO,,,
CO2204180007TOMI1,TO,222,Permethrin cis,O,0.012,0.01,M,GT,CO,,,O,805,35,2,,CO,,,
CO2204180007TOMI1,TO,AKG,Fluopyram,A,0.0077,0.005,M,LU,CO,,,O,P90,52,1,,CO,,,
CO2204180007TOMI1,TO,AFU,Propamocarb hydrochloride,E,0.018,0.005,M,LU,CO,,,O,P90,64,4,,CO,,,
CO2204180007TOMI1,TO,B58,Difenoconazole,L,0.012,0.005,M,LU,CO,,,O,P90,52,0.6,,CO,,,
CO2204180007TOMI1,TO,223,Permethrin trans,O,0.012,0.01,M,GT,CO,,,O,805,35,2,,CO,,,
CO2204110009WMTX1,WM,159,Methomyl,E,0.013,0.005,M,LU,CO,,,O,805,52,0.2,,CO,,,
CO2204040006BBWA1,BB,930,Bifenthrin,O,0.011,0.002,M,GT,CO,,,O,805,35,1.8,,CO,,,
CO2204040006BBWA1,BB,B41,Fenhexamid,I,0.028,0.013,M,LU,CO,,,O,805,52,5,,CO,,,
CO2204040006BBWA1,BB,B75,Boscalid,A,0.041,0.0033,M,LU,CO,,,O,805,52,13,,CO,,,
CO2204250008GROH1,GR,B41,Fenhexamid,I,0.2188,0.01,M,LU,CO,,,O,805,52,4,,CO,,,
CO2204250008GROH1,GR,B58,Difenoconazole,L,0.002,0.001,M,LU,CO,,,O,805,52,3,,CO,,,
CO2204250017GROH1,GR,A58,Tebuconazole,L,0.0356,0.002,M,LU,CO,,,O,805,52,6,,CO,,,
CO2204250017GROH1,GR,B23,Fludioxonil,A,0.0234,0.01,M,LU,CO,,,O,805,52,2,,CO,,,
CO2204250017GROH1,GR,B58,Difenoconazole,L,0.0033,0.001,M,LU,CO,,,O,805,52,3,,CO,,,
CO2204250017GROH1,GR,AHM,Spirotetramat,I,0.0032,0.003,M,LU,CO,,,O,805,52,1.3,,CO,,,
CO2204250017GROH1,GR,B22,Cyprodinil,V,0.084,0.005,M,LU,CO,,,O,805,52,3,,CO,,,
CO2204250017GROH1,GR,B41,Fenhexamid,I,0.0681,0.01,M,LU,CO,,,O,805,52,4,,CO,,,
CO2204250017GROH1,GR,B16,Pyrimethanil,V,0.0496,0.004,M,LU,CO,,,O,805,52,5,,CO,,,
CO2204180007PUWA1,PU,B23,Fludioxonil,A,0.27,0.025,M,GT,CO,,,O,805,35,5,,CO,,,
CO2204250008GROH1,GR,ANH,Isofetamid,I,0.0048,0.001,M,LU,CO,,,O,805,52,3,,CO,,,
CO2204250017GROH1,GR,AKG,Fluopyram,A,0.0454,0.001,M,LU,CO,,,O,805,52,2,,CO,,,
CO2204180007PUWA1,PU,ABC,Spinosad A,I,0.0056,0.0033,M,LU,CO,,,O,805,52,0.2,,CO,,,
CO2204040007BBWA1,BB,B48,Azoxystrobin,F,0.048,0.0015,M,LU,CO,,,O,805,52,10,,CO,,,
CO2204040007BBWA1,BB,B75,Boscalid,A,0.13,0.0033,M,LU,CO,,,O,805,52,13,,CO,,,
CO2204040007BBWA1,BB,B23,Fludioxonil,A,0.095,0.025,M,GT,CO,,,O,805,35,3,,CO,,,
CO2204040007BBWA1,BB,B61,Pyraclostrobin,F,0.0063,0.0033,M,LU,CO,,,O,805,52,4,,CO,,,
CO2204040007BBWA1,BB,B43,Thiamethoxam,A,0.0059,0.0033,M,LU,CO,,,O,805,52,0.3,,CO,,,
CO2204040007BBWA1,BB,B22,Cyprodinil,V,0.0054,0.005,M,LU,CO,,,O,805,52,5,,CO,,,
CO2204040007BBWA1,BB,B80,Acetamiprid,A,0.015,0.0015,M,LU,CO,,,O,805,52,1.6,,CO,,,
CO2204040007BBWA1,BB,B58,Difenoconazole,L,0.014,0.01,M,LU,CO,,,O,805,52,4,,CO,,,
CO2204180008TOMI1,TO,B75,Boscalid,A,0.014,0.005,M,GT,CO,,,O,805,35,3,,CO,,,
CO2204180008TOMI1,TO,AKG,Fluopyram,A,0.0073,0.005,M,LU,CO,,,O,P90,52,1,,CO,,,
CO2204110017WMTX1,WM,159,Methomyl,E,0.028,0.005,M,LU,CO,,,O,805,52,0.2,,CO,,,
FL2204040039BBWA1,BB,B73,Fenazaquin,I,0.77,0.005,M,LU,FL,,,R,805,52,2,,FL,,,
FL2204040039BBWA1,BB,B61,Pyraclostrobin,F,0.25,0.0033,M,LU,FL,,,O,805,52,4,,FL,,,
FL2204040039BBWA1,BB,AFS,Fenpyroximate,F,0.022,0.005,M,LU,FL,,,O,805,52,3,,FL,,,
FL2204040039BBWA1,BB,967,Imidacloprid,A,0.017,0.0033,M,LU,FL,,,O,805,52,3.5,,FL,,,
FL2204040039BBWA1,BB,B22,Cyprodinil,V,0.039,0.005,M,LU,FL,,,O,805,52,5,,FL,,,
FL2204040039BBWA1,BB,B23,Fludioxonil,A,0.037,0.025,M,GT,FL,,,O,805,35,3,,FL,,,
FL2204040039BBWA1,BB,624,Tetrahydrophthalimide (THPI),A,3.1,0.01,M,GT,FL,,P,O,805,35,20.0 TP,,FL,,,
FL2204040066BBWA1,BB,624,Tetrahydrophthalimide (THPI),A,0.42,0.01,M,GT,FL,,P,O,805,35,20.0 TP,,FL,,,
FL2204040066BBWA1,BB,B23,Fludioxonil,A,0.19,0.025,M,GT,FL,,,O,805,35,3,,FL,,,
FL2204040066BBWA1,BB,607,Metalaxyl/Mefenoxam,F,0.0044,0.001,M,LU,FL,,,O,805,52,2,,FL,,,
FL2204040066BBWA1,BB,B48,Azoxystrobin,F,0.021,0.0015,M,LU,FL,,,O,805,52,10,,FL,,,
FL2204040066BBWA1,BB,AFS,Fenpyroximate,F,0.016,0.005,M,LU,FL,,,O,805,52,3,,FL,,,
FL2204040066BBWA1,BB,52,Malathion,C,0.078,0.002,M,LU,FL,,,R,805,52,8,,FL,,,
FL2204040066BBWA1,BB,930,Bifenthrin,O,0.059,0.002,M,GT,FL,,,O,805,35,1.8,,FL,,,
FL2204040079BBWA1P,BB,624,Tetrahydrophthalimide (THPI),A,0.061,0.01,M,GT,FL,,P,O,805,35,20.0 TP,,FL,,,
FL2204040079BBWA1P,BB,607,Metalaxyl/Mefenoxam,F,0.0082,0.001,M,LU,FL,,,O,805,52,2,,FL,,,
FL2204040079BBWA1P,BB,A30,Fenbuconazole,L,0.0076,0.005,M,LU,FL,,,O,805,52,0.3,,FL,,,
FL2204040092BBWA1,BB,B61,Pyraclostrobin,F,0.088,0.0033,M,LU,FL,,,O,805,52,4,,FL,,,
FL2204040092BBWA1,BB,AKG,Fluopyram,A,1.1,0.005,M,LU,FL,,,R,805,52,7,,FL,,,
FL2204040092BBWA1,BB,ABC,Spinosad A,I,0.022,0.0033,M,LU,FL,,,O,805,52,0.9,,FL,,,
FL2204040092BBWA1,BB,B80,Acetamiprid,A,0.28,0.0015,M,LU,FL,,,R,805,52,1.6,,FL,,,
FL2204040040BUNY1,BU,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",O,0.006,0.0036,M,GT,FL,Q,,O,805,35,10,,FL,,,
